Thème;Catégorie;Mot francais;Synonyme francais;Description;Traduction;TradEG;TradD;TradA;TradH;TradAv;TradP;TradX
Animaux;Poissons De Mer Et Coquillages;Mustelle;;;Mujou Volant Peissoun Voulan Peissoun Voulant;;;Voulant;;;;
Animaux;Poissons De Mer Et Coquillages;Myre;;;NegreUei;;;;;;;NegreUei
Animaux;Poissons De Mer Et Coquillages;Nigroil Yeux Grands Et Noirs;;;Rouquau Roucaou Roucau;;;Roucau;;Roucaou;;
Animaux;Poissons De Mer Et Coquillages;Nonnat Ou Poutine â Plus Petit Poisson A;;;Canudo;;;Canudo;;;;
Animaux;Poissons De Mer Et Coquillages;Oblade;;;Limbert;;;;;;;Limbert
Animaux;Poissons De Mer Et Coquillages;Oblade Sorte De;;;Moualo Molo PéisLuno Péis Luno;;;;;;;PéisLuno Luno
Animaux;Poissons De Mer Et Coquillages;Omble Chevalier;;;Ceouclet Vioulet;;;;;Vioulet;;
Animaux;Poissons De Mer Et Coquillages;Ombre;;;Pouerc De Mar Porc De Mar;;;Mar;;;;Mar
Animaux;Poissons De Mer Et Coquillages;Ombrine;;;Boucelano Pieouselagi;;;Boucelano Pieouselagi;;;;
Animaux;Poissons De Mer Et Coquillages;Orphye;;;ArrapoDet;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Ortie De Mer Ou Méduse;;;Galineto;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Oursin;;;Pourpre Poupe Poupre Muscadin Pouprihoun Petit Poulpe Péupre Tripo De Mar;;;Poupre;;;;Poulpe Péupre Mar
Animaux;Poissons De Mer Et Coquillages;Pageau Ou Pagel Pagellus Acarne Daurade;;;Poutino;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Pagel Mormyre;;;Pueou Ou Peou De Mar;;;Mar;;;;
Animaux;Poissons De Mer Et Coquillages;Pagre;;;Mourpuro;;;;;;;Mourpuro
Animaux;Poissons De Mer Et Coquillages;Peigne Coquillage Bivalve;;;Lanceto;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Pelamide Bonite é Dos Rayé Se Prononce Paramido A;;;Flanquado Clavelado Et Raido Claveou;;;;;Claveou;;Raido
Animaux;Poissons De Mer Et Coquillages;PercePierre;;;Lentihado Lentihat Sorte De Poisson Raspo;;;;;;;Lentihado Poisson Raspo
Animaux;Poissons De Mer Et Coquillages;Perche;;;Pelouso;;;;;;;Pelouso
Animaux;Poissons De Mer Et Coquillages;Péristidion Peristedion Longispatha Malarmat;;;Rouit;;;;;;;Rouit
Animaux;Poissons De Mer Et Coquillages;Pholade Ou Datte De Mer;;;Flassado;;;;;;;Flassado
Animaux;Poissons De Mer Et Coquillages;Phoque Ou Veau Marin;;;Mirailhet Miraiet;;;Mirailhet;;;;Miraiet
Animaux;Poissons De Mer Et Coquillages;Picarel Alcyon;;;ClaveladoPissoue;;;;;ClaveladoPissoue;;
Animaux;Poissons De Mer Et Coquillages;PicarelOu Jarret Spicara Smaris;;;Matrasso Pissouso;;;;;;;Matrasso Pissouso
Animaux;Poissons De Mer Et Coquillages;Pile;;;Pastenaio Rastango Vastrango;;;;;;;Pastenaio Rastango Vastrango
Animaux;Poissons De Mer Et Coquillages;Pilote;;;Rasat Roumeto;;;;;;;Rasat Roumeto
Animaux;Poissons De Mer Et Coquillages;Pinne Marine Coquillage De Mer;;;Gratuso;;;;;;;Gratuso
Animaux;Poissons De Mer Et Coquillages;Pleuronecte Pégouze;;;Rascasso Escourpeno;;;;;Escourpeno;;
Animaux;Poissons De Mer Et Coquillages;Plie;;;Rasou Rasibus Rasoir;;;Rasoir;;;;
Animaux;Poissons De Mer Et Coquillages;Poisson Sorte De Maquereau;;;Boga Ravello Boga Ravéo Ou Bogo Ravello;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Poisson Torpille;;;Jarretiero;;;;;;;Jarretiero
Animaux;Poissons De Mer Et Coquillages;Poisson Volant;;;ManjoPego Sucet SuéoPego;;;;;;;ManjoPego Sucet SuéoPego
Animaux;Poissons De Mer Et Coquillages;Poisson De Mer Aux Yeux Noirs;;;Sucet;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Poisson Lézard;;;Reinard;;;Reinard;;;;
Animaux;Poissons De Mer Et Coquillages;Poisson Lézard â De Couleur Cire Avec Le Dos Rougeétre;;;Serro;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Poisson Lézard Osmére Lézard Osmére é Bandes;;;Banaru;;;;;;;Banaru
Animaux;Poissons De Mer Et Coquillages;Poisson Lune;;;Lami Lémi;;;Lami;;;;Lémi
Animaux;Poissons De Mer Et Coquillages;Poisson Non Défini Pas Trop Bon Et Petit De Couleur Eg Poisson Sans Arréte Et Sans Nageoire â Dans La Boue Et La Vase;;;Cat De Mar;;;;;;;Mar
Animaux;Poissons De Mer Et Coquillages;Porc Marin;;;Cagnot Blu Cagnéu Verdoun;;;;;;;Blu Cagnéu Verdoun
Animaux;Poissons De Mer Et Coquillages;Porcelaine Coquillage;;;Martéu Péis Judiéu Péis Limo;;;;;;;Martéu Judiéu Limo
Animaux;Poissons De Mer Et Coquillages;Porte écuelle Ou Poisson Ventouse;;;Cato De Founs;;;;;;;Founs
Animaux;Poissons De Mer Et Coquillages;Poule Petite;;;Caiéu Péis Can Raquin Requin;;;;;;;Caiéu Can Requin
Animaux;Poissons De Mer Et Coquillages;Poulpe;;;Maraco;;;;;;;Maraco
Animaux;Poissons De Mer Et Coquillages;PoutineOu Nadelle Voir Sardine Espéce De Petite Sardine X;;;Mounge Gris;;;;;;;Gris
Animaux;Poissons De Mer Et Coquillages;Poux De Mer Sorte De Coquillage;;;Péu Bluio;;;;;;;Bluio
Animaux;Poissons De Mer Et Coquillages;Puce De Mer;;;Péis Rato;;;;;;;Rato
Animaux;Poissons De Mer Et Coquillages;Raie;;;Cat Marin Cat Rouquié Cato DAigo Lentiho;;;;;;;Marin Rouquié DAigo Lentiho
Animaux;Poissons De Mer Et Coquillages;Raie Raie Bouclée;;;Roussignoou Cuou De Boutigo;;;Roussignoou;;;;Boutigo
Animaux;Poissons De Mer Et Coquillages;Raie Espéce De;;;Rouquier Rubellio Faxatilis;;;Faxatilis;;;;
Animaux;Poissons De Mer Et Coquillages;Raie Batis;;;Rouget Rouge;;;;;;Rouge;
Animaux;Poissons De Mer Et Coquillages;Raie Circulaire;;;Pinto Rousso Petite Roussette;;;;;;;Roussette
Animaux;Poissons De Mer Et Coquillages;Raie Flassade Raie ChardonLeucoraja Fullonica;;;Gat De Mar Ou Gat Auguier Cato;;;Auguier;;;;Cato
Animaux;Poissons De Mer Et Coquillages;Raie Lisse;;;Gatangrie Roussetto;;;Roussetto;;;;
Animaux;Poissons De Mer Et Coquillages;Raie Ordinaire;;;Gatouisso;;;;;;;Gatouisso
Animaux;Poissons De Mer Et Coquillages;Raie Oxyrhynque;;;Mouret;;;;;;;Mouret
Animaux;Poissons De Mer Et Coquillages;Raie Pastenague;;;San Piaré Ou Truegeo Pey De Sant Peire Trueio Truejo;;;Peire;;;;Truejo
Animaux;Poissons De Mer Et Coquillages;Raie Piquante;;;Salicot;;;;;;;Salicot
Animaux;Poissons De Mer Et Coquillages;Raie Rape Poisson De La Méditerranée;;;Aguilhat Aguilla Aguhia Cat Chin De Mar Péis Porc;;;Aguilhat Mar;;Aguhia Cat;Aguilla;Porc
Animaux;Poissons De Mer Et Coquillages;RascasseOu Scorpéne Scorpion De Mer A;;;Sargo Ou Scarer Sar Sargo;;;;;Sargo;;
Animaux;Poissons De Mer Et Coquillages;Rason;;;Sar;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Ravelle;;;Sardino Aussi Poutino Ou Poutigno Nadello Palaio Petite Sardine;;;Poutigno;;;;Nadello Sardine
Animaux;Poissons De Mer Et Coquillages;Régalec Roi Des Harengs OuRuban De Mer;;;Meletto Peissayo;;;;;Meletto Peissayo;;
Animaux;Poissons De Mer Et Coquillages;Rémora;;;Raspaioun Suro;;;;;;;Suro
Animaux;Poissons De Mer Et Coquillages;Remore;;;Veirado;;;;;;;Veirado
Animaux;Poissons De Mer Et Coquillages;Renard Ou Remart De Mer;;;Saumoun;;;Saumoun;;;;
Animaux;Poissons De Mer Et Coquillages;Requin Scie;;;Taucoun;;;;;;;Taucoun
Animaux;Poissons De Mer Et Coquillages;Requin Cétacé Genre De;;;SaupoBastardo;;;SaupoBastardo;;;;
Animaux;Poissons De Mer Et Coquillages;Requin Lami Appelé Aussi Chien De Mer;;;Scarro;;;Scarro;;;;
Animaux;Poissons De Mer Et Coquillages;Requin Aiguillat;;;Gastadello;;;;;;;Gastadello
Animaux;Poissons De Mer Et Coquillages;Requin Bleu;;;Scorpéno Escourpeno Lérni;;;Escourpeno;;;;Lérni
Animaux;Poissons De Mer Et Coquillages;Requin Marteau;;;Cardouniero;;;;;;;Cardouniero
Animaux;Poissons De Mer Et Coquillages;Requin Nicéen;;;Sépi Sipi Supi Sipioun Sepi Boufaroun Sépi Sépio Sepioun Ou Supioun Rasin De Mar;;;Supi Sipioun;;Sepi Supioun;;Sépio Mar
Animaux;Poissons De Mer Et Coquillages;Requin Ou Cétacé;;;Sarran;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Requin Ou Squale;;;Suvergou;;;;;Suvergou;;
Animaux;Poissons De Mer Et Coquillages;Requin PerlonOu Heptranchias Perlo;;;Solo Petite Sole Mousseno Palaigo Berrugado Pegoue Ou Pegouso Pétro;;;Pegouso Pétro;;;;Mousseno Palaigo Berrugado
Animaux;Poissons De Mer Et Coquillages;Requin Petit Espéce De;;;Solo DAugo;;;;;;;DAugo
Animaux;Poissons De Mer Et Coquillages;Requin Renard;;;Souleou;;;;;;Souleou;
Animaux;Poissons De Mer Et Coquillages;Requin Rochier;;;Estufet;;;;;;;Estufet
Animaux;Poissons De Mer Et Coquillages;Rossignol;;;Jantino;;;;;;;Jantino
Animaux;Poissons De Mer Et Coquillages;Rouge Espéce De;;;Besourdo;;;;;;;Besourdo
Animaux;Poissons De Mer Et Coquillages;Rouget;;;Pataclé Cauto Esparlin;;;;;;;Cauto Esparlin
Animaux;Poissons De Mer Et Coquillages;Roussette;;;Gerle Blavié;;;;;;;Blavié
Animaux;Poissons De Mer Et Coquillages;Roussette;;;Gerlesso;;;;;;;Gerlesso
Animaux;Poissons De Mer Et Coquillages;Roussette;;;Canteno;;;;;;;Canteno
Animaux;Poissons De Mer Et Coquillages;Roussette Petite;;;Gros Uei;;;;;;;Uei
Animaux;Poissons De Mer Et Coquillages;Sagre Commun;;;Orie;;;;;;;Orie
Animaux;Poissons De Mer Et Coquillages;Saint Pierre Ou Dorée;;;Péis Caviho Léci Lus PéisEscode Péis Escaumo;;;;;;;Caviho Lus PéisEscode Escaumo
Animaux;Poissons De Mer Et Coquillages;Salicoque Ou Solenoceridae Crevette Rose;;;Meleto;;;;;;;Meleto
Animaux;Poissons De Mer Et Coquillages;Sanglier De Mer;;;Pei Angi;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Sar;;;La Truéso;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Sar Sargue Diplodus Sargus;;;Troumpeto;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Sardine Différente Sorte Sardine Fraéche X;;;Supioun;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Sardine Espéce De Nadelle;;;Tanquo;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Sargue De Salvien Ou Sargus Salviani;;;Lamprue Lamprué;;;Lamprue;;Lamprué;;
Animaux;Poissons De Mer Et Coquillages;Sargue Vieille;;;Teniho;;;;;;;Teniho
Animaux;Poissons De Mer Et Coquillages;Saumon;;;ThounOu Toum Toun Thoun;;;;;Thoun;Toun;
Animaux;Poissons De Mer Et Coquillages;Saumon Jeune;;;Alot Touno;;;;;;;Alot Touno
Animaux;Poissons De Mer Et Coquillages;Sautre Fausse;;;Limaire;;;;;;;Limaire
Animaux;Poissons De Mer Et Coquillages;Scarre Poisson De Roche;;;Tremoulino;;;;;;;
Animaux;Poissons De Mer Et Coquillages;ScombrésoceCampérien;;;Dourmillouso Péis Treboulino;;;;;;;Treboulino
Animaux;Poissons De Mer Et Coquillages;Scorpéne;;;Rouquaou;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Scorpéne Sorte De;;;Belugan Ou Belugard Brihoto;;;;;;;Belugard Brihoto
Animaux;Poissons De Mer Et Coquillages;Seiche Petite Seiche Av Åuf De Seiche X;;;Péis Orgue;;;;;;;Orgue
Animaux;Poissons De Mer Et Coquillages;Serran Famille Des Hiatula;;;Roto Truejo Rascasso Roujo;;;;;;Roto Truejo;Roujo
Animaux;Poissons De Mer Et Coquillages;Siourel;;;Roum;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Sole Autre Sorte Solea Oculata Pegouse Rond Autre Sorte â;;;Turbot Ou Lou RounClavela Autre Round Redoun Roun Round Romb Roumb;;;Redoun;;Round;Roun;Roumb
Animaux;Poissons De Mer Et Coquillages;Sole Perdrix Panachée;;;Raspecou Respéussadou;;;Raspecou;;;;Respéussadou
Animaux;Poissons De Mer Et Coquillages;Soleil;;;ErboDeCanard;;;;;;;ErboDeCanard
Animaux;Poissons De Mer Et Coquillages;Sorte De Coquillage;;;Blado Saoupo Séupo Saupo Iblado;;;Saupo;;Saoupo;;Saupo Iblado
Animaux;Poissons De Mer Et Coquillages;Sorte De Poisson;;;Pei DAmériquo Aussi Tourdre;;;Tourdre;;;;
Animaux;Poissons De Mer Et Coquillages;Sourdon Coquillage;;;Vichas;;;Vichas;;;;
Animaux;Poissons De Mer Et Coquillages;SparaillonOu Diplodus Annularis Sorte De Sargue â;;;Aragno Vivo Arangia Aragna Aran Arragnolo;;;Vivo;Aran;;;Arragnolo
Animaux;Poissons De Mer Et Coquillages;Spare Alcyon;;;Oouti;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Spare Biolbé;;;Ajus Ajout;;;;;;;
Animaux;Poissons De Mer Et Coquillages;SpareCanthére;;;Conquo On Y Donne é Manger Et é Boire Aux Animaux;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Spare Gros Åil;;;La Butiero;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Spare Orphus;;;Lou Tiersoun Ou Tieréoun;;;Tieréoun;;;;
Animaux;Poissons De Mer Et Coquillages;Spet Sphyraena SphyraenaBécune EuropéenneBarracuda MéditerranéenParfois Brochet De Mer;;;Barrucheou;;;;;Barrucheou;;
Animaux;Poissons De Mer Et Coquillages;Sphyréne Argentine;;;Barriou;;;;;Barriou;;
Animaux;Poissons De Mer Et Coquillages;Squatine;;;Lichet Picolo Ou Picoro Luchet Andusat Trensoun Sorte De Béche;;;;;Picoro;;Andusat Béche
Animaux;Poissons De Mer Et Coquillages;St Pierre;;;Barioto;;;;;;;Barioto
Animaux;Poissons De Mer Et Coquillages;Sumpitt;;;Enco Encho;;;;;;;Encho
Animaux;Poissons De Mer Et Coquillages;Supion Petite Seiche;;;Chianbriero Sous La Charette Piéce En Bois Amovible Permettant De Tenir La Charette Droite LorsquEll;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Tanche;;;Freto;;;Freto;;;;
Animaux;Poissons De Mer Et Coquillages;Taon Marin Sorte De Poisson Qui Tue Le Thon Et Le Dauphin Sorte De Grosse Mouche Marine;;;Boutoun Piéces Servant é Tenir Les Roues é La Charette;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Telline Coquillage;;;Caretto;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Thon Cordille Jeune Thon Qui Sort De LOeuf Les Thons Marinés De St Tropez Sont Considérés Comme Les Meilleurs;;;Escaletto Devant Et Derriére La Charette Pour Tenir Le Foin Ou La Paille;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Thon Espéce;;;Mécanico Le Frein;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Thon Jeune;;;Frechiso Charrette étroite Et Longue Dépourvue De Ridelles Et Servant Essentiellement Au Transport D;;;Tonneaux;;;;
Animaux;Poissons De Mer Et Coquillages;Torpéde;;;Alamoun Cep De La Charrue;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Torpille;;;Countri Charrue Avec Versoir;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Tourd Buzard Des Mers;;;Rinardoun Petite Charrue é 1 Mancheron Et Sans Versoir Utilisé Pour La Plantation Des Haricots Les P;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Trigle Adriatique Trigla Adriatica Ou Grondin;;;Palounier Fer é Deux Crochets Sur Les Cétés Et Un Anneau Au Milieu Permet DAtteler é La Charrue Perm;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Triglidae;;;Frechit;;;Frechit;;;;
Animaux;Poissons De Mer Et Coquillages;Truie De Mer Ou Truye Ou Zée Forgeron Peutétre Morue Ou Marsouin P Poisson Truie Ou Scorpéne;;;Frachis;;;;;;;Frachis
Animaux;Poissons De Mer Et Coquillages;Turbo;;;Araire;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Turbot;;;Coucho Mousco Souvent La Queue DUn Cheval On LUtilise Lors Du Ferrage;;;;;;;
Animaux;Poissons De Mer Et Coquillages;UranoscopeRat De Mer Tapecon Hemerocet;;;Badaou Sert é Ouvrir La Bouche Des Chevaux Pour Soigner Les Dents;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Utriculaire Commune Herbe Aquatique Avec Utricule;;;Tré Arnachement Du Cheval Pour Tirer La Charue Ou La Charette;;;;;;;
Animaux;Poissons De Mer Et Coquillages;VergadéleOu Vergadelle Saupe Surnommée Mangeo Merdo â;;;Arnesca Harnacher Le Cheval;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Vieille;;;Coousano Le Col Du Cheval;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Violet;;;Coular Collier Du Cheval;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Vive â Dragon De Mer Jeune Vive X;;;Guido Corde Pour Guider Le Cheval;;;;;;;
Quotidien;Outils De La Campagne;Outils De La Campagne;;;Mourrau Museliére;;Museliére;;;;;
Quotidien;Outils De La Campagne;Alonge;;;Pipo Morceau De Bois Avec Une Corde En Cercle Au Bout On Serre Le Nez Du Cheval Pour Le Calmer Barba;;;;;;;
Quotidien;Outils De La Campagne;Auge En Pierre;;;Ventriero Sert é Serrer Sous Le Ventre Du Cheval Les Divers Traits;;;;;;;
Quotidien;Outils De La Campagne;Ballot De Foin;;;Traficho;;;;;Traficho;;
Quotidien;Outils De La Campagne;Baril DEau Petit;;;Cordeou;;;;;;;
Quotidien;Outils De La Campagne;Baril;;;Peladou;;;;;;;Peladou
Quotidien;Outils De La Campagne;Baril;;;Derbous Darbous Curetto;;;Derbous Curetto;;Darbous;;
Quotidien;Outils De La Campagne;Béche;;;Bouras Ou Lanéoon Carré DEnviron 2M De Cété Servant é Transporter Le Foin Ou La Paille Utilisé Aussi;;;;;;;
Quotidien;Outils De La Campagne;Brouette;;;Loundrin;;;;;;;Loundrin
Quotidien;Outils De La Campagne;Cannelle De Tonneau Robinet En Bois;;;Escalo;;;Escalo;;;;
Quotidien;Outils De La Campagne;Charette;;;CavaletDouble;;;;;CavaletDouble;;
Quotidien;Outils De La Campagne;Charrette â Bande De Fer Autour Des Roues;;;Enclumi;;;;;;;
Quotidien;Outils De La Campagne;Charrette;;;Embu Chante Pleure Entonnoir En Bois Pour Remplir Les Tonneaux Aussi Embut Emboutaire Entounoir Embu;;;Entounoir;;Tourteiroou Margot;;Plouro Vendanges Entonnoir Enfouni Entonnoir Tino Provence
Quotidien;Outils De La Campagne;Charrette;;;Aisso Armineto;;;;;;;Armineto
Quotidien;Outils De La Campagne;Charrette;;;Estoq;;;Estoq;;;;
Quotidien;Outils De La Campagne;Charrette;;;Coudie é La Ceinture Qui Met é Tremper La Pierre A éguiser Lauvo Ou Peiro Per Leis Dailhs Pierre é A;;;Aiguiser;;;;
Quotidien;Outils De La Campagne;Charrette Haquet;;;Badoco;;;;;;;Badoco
Quotidien;Outils De La Campagne;Charrue;;;Fooucillo Faouciho Faoucihoun Foouciho Ou Fooucis Foouciou Petite Faucille Pour Couper LHerbe Foouci;;;Fooucilho;;Faouciho Faoucihoun LHerbe Lavandiéres;;Moissonneurs Faucet Manche
Quotidien;Outils De La Campagne;Charrue;;;Aouramo Grosse Faucille Servant é Moissonner Les Blés Ou Oulame Aoulame Pour Le Blé Sans Dents Ooura;;;Voulant;;Aoulame Dents Ooulame Voulame;;Faussoun Faucet Faucille
Quotidien;Outils De La Campagne;Charrue;;;Oouramoun Ooulamoun Fooucihoun Sarroun;;;;;Sarroun;;
Quotidien;Outils De La Campagne;Charrue;;;Daé Dailh Ou Dailho Daéomen Fauchage Day Ou Dayoun Daih Faus Daio;;;Dailho;;Daih;Fauchage;Faus Daio
Quotidien;Outils De La Campagne;Charrue Partie En Fer Proche Du Cep;;;Manche De Faux Faucheto Fauchié Faus Margue;;;;;;;Fauchié Margue
Quotidien;Outils De La Campagne;Charrue é Avant Train;;;Encoublos;;;Encoublos;;;;
Quotidien;Outils De La Campagne;Charrue;;;Fiou DAran;;;DAran;;;;
Quotidien;Outils De La Campagne;Chasse Mouche;;;Fleou Escoussoun Flagéu;;;;;Escoussoun;;Flagéu
Quotidien;Outils De La Campagne;Cheval;;;Fourco Fourcas Tren Fourche Trident En Fer Fourquélo;;;Fourco;;Fer Fourquélo;;
Quotidien;Outils De La Campagne;Cheval;;;Fouissino;;;;;;;Fouissino
Quotidien;Outils De La Campagne;Cheval;;;Bigosso Bigot;;;;;;;Bigot
Quotidien;Outils De La Campagne;Cheval;;;Galaire;;;;;;;Galaire
Quotidien;Outils De La Campagne;Cheval;;;Destraou Grosse Hache Apiou Ou Picosso Destrau Cognée Api épi épio Destrau;;;Destrau;;Cognée Api;;épio Destrau
Quotidien;Outils De La Campagne;Cheval;;;Picoussin Petite Hache Pour émonder Aussi Hachoun Ou Hachou Hapioun;;;Hachou;;émonder;Hapioun;
Quotidien;Outils De La Campagne;Cheval;;;Plumarcle Hache Courbe Pour Enlever Lécorce Des Troncs;;;;;;;
Quotidien;Outils De La Campagne;Cheval;;;Desbanado;;;;;;;
Quotidien;Outils De La Campagne;Cheval;;;Picosso Manche Long;;;Long;;;;
Quotidien;Outils De La Campagne;Clou Téte Triangulaire 5 é 6 Pouces De Long;;;Testudo;;;;;;;
Quotidien;Outils De La Campagne;Cordeau;;;Besagudo;;;;;;;Besagudo
Quotidien;Outils De La Campagne;Croc Pour Tirer La Paille;;;Picoucin;;;;;;Picoucin;
Quotidien;Outils De La Campagne;Curoir Ou Bout Aiguillon Du Bouvier;;;Petarafo;;;;;;;
Quotidien;Outils De La Campagne;Draps De Chanvre;;;Pichoto Destrau Destraloun;;;;;;;Destraloun
Quotidien;Outils De La Campagne;Sorte De Drap Londrin;;;Eissoun;;;;;;;Eissoun
Quotidien;Outils De La Campagne;Echelle;;;Eiceto Hachette De Maéon;;;;;;;
Quotidien;Outils De La Campagne;Echelle Double;;;Picouleto Apiolo;;;;;;;Apiolo
Quotidien;Outils De La Campagne;Enclume A;;;Destraroun Hachette Héche é Manche Court;;;;;;;
Quotidien;Outils De La Campagne;Entonnoir;;;Arminetto Armineto Aisso Eissetto Picoussin Eissolo;;;Arminetto Picoussin;;Aisso Eissetto;Armineto;Eissolo
Quotidien;Outils De La Campagne;Erminette;;;Eissado;;;;;;;
Quotidien;Outils De La Campagne;Etau;;;Eissado Jardiniero;;;;;;;Jardiniero
Quotidien;Outils De La Campagne;Etui Du Faucheur;;;Eissado é Galoun;;;;;;;Galoun
Quotidien;Outils De La Campagne;Etui De Faucille Et De Faux;;;Eissartaire Magau Eissado Foussour Magau Plat;;;;;;;Eissado Foussour Plat
Quotidien;Outils De La Campagne;Faucille;;;Magaia;;;;;;;
Quotidien;Outils De La Campagne;;;;Picolo Pioche Pour Labourer Les Terres Bechar Béche é Deux Branches Voir Béche Magau Fourcat Trois F;;;Terres;;Branches Béche;;Fourcat Bano
Quotidien;Outils De La Campagne;;;;Magaou Bichard Bigo Deux Fourchons Binette Magau;;;;;Magaou;;Binette Magau
Quotidien;Outils De La Campagne;Faucille;;;Gargailhadou Gargailhaire Outil Pour Faire Le Jable Des Tonneaux;;;Tonneaux;;;;
Quotidien;Outils De La Campagne;Faucillon;;;Descooususo Déchausseuse Outil é Cheval Pour Enlever La Terre Au Pied Des Vignes;;;;;;;
Quotidien;Outils De La Campagne;Faux;;;Eissadounet Pic Pour Arracher Les Herbes;;;;;;;
Quotidien;Outils De La Campagne;;;;Plancho Planche Avec 2 Crochets Attelée Avec Un Cheval Sert é Aplanir La Terre Sur La Semence Elle S;;;;;;;
Quotidien;Outils De La Campagne;Fers Entraves Aux Pieds Des Chevaux;;;Eissadoun;;;;;;;
Quotidien;Outils De La Campagne;Fil De Fer;;;Pouadouiro Louche En Fer Blanc Ou Cuivre Pour Puiser LHuile Dans Une Jarre Ou Vase En Fer Blanc Avec;;;LHuile;;Pouaire;;
Quotidien;Outils De La Campagne;Fléau;;;Guechou;;;;;;Guechou;
Quotidien;Outils De La Campagne;Fourche;;;Lichet;;;;;Lichet;;
Quotidien;Outils De La Campagne;Fourche é Manche Courte;;;Fooussoun Genre De Machette;;;;;;;
Quotidien;Outils De La Campagne;Fourche Coudée;;;Masseto;;;;;;;
Quotidien;Outils De La Campagne;Fourche En Bois Grande;;;Foouquié;;;;;Foouquié;;
Quotidien;Outils De La Campagne;Hache;;;Gruppi Rastelier Ou Grupi;;;Grupi;;;;
Quotidien;Outils De La Campagne;Hache;;;Broucadou Marteau Pour Ferrer Les Cheveaux;;;;;;;
Quotidien;Outils De La Campagne;Héche;;;Martéou Marteou;;;Martéou;;;Marteou;
Quotidien;Outils De La Campagne;Héche Petite;;;Piquo Pointe Et Marteau Servant é Refaire Le Fil De La Lame En La Martelant Capouire Marteau Pour La;;;;;;;FAUX
Quotidien;Outils De La Campagne;Hache é Fendre Le Bois;;;Martéu De Traéaire;;;;;;;Traéaire
Quotidien;Outils De La Campagne;Héche é Marteau Ou é Téte X;;;Masso;;;Masso;;;;
Quotidien;Outils De La Campagne;Héche Besaigue;;;Tournai Tournaou;;;;;Tournaou;;
Quotidien;Outils De La Campagne;Héche DArme;;;Canaou Sorte De Grosse Caisse En Bois étanche Qui Servait é ébouillanter Le Porc Et é Gratter La Cou;;;;;;;
Quotidien;Outils De La Campagne;Héche Non CoupanteX;;;PedTerrous Paysan Lesc Jeune Paysan Peisan Ou Pacan Paisan Pantou Manant Palot Rachalan RousiguoCalo;;Paysan;Paysan Pacan Palot;;;Paisan;Paysans
Quotidien;Outils De La Campagne;Hache Petite â Hacheteau;;;Palo;;;Palo;;;;
Quotidien;Outils De La Campagne;Hachereau Hachette De Résinier;;;Aseigadouiro;;;;;;;Aseigadouiro
